loss,grad_norm,learning_rate,entropy,num_tokens,mean_token_accuracy,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,eval_entropy,eval_num_tokens,eval_mean_token_accuracy,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
3.703166198730469,1.234375,4.3309859154929575e-05,2.372854770720005,52441.0,0.3380673864856362,0.14109347442680775,20,,,,,,,,,,,,
3.412158966064453,0.73828125,3.626760563380282e-05,2.5966691240668296,110152.0,0.36402632389217615,0.2821869488536155,40,,,,,,,,,,,,
3.414476013183594,0.578125,2.9225352112676058e-05,2.8050695270299912,165543.0,0.36747956052422526,0.42328042328042326,60,,,,,,,,,,,,
3.3066856384277346,0.6171875,2.2183098591549297e-05,2.8429704517126084,221354.0,0.3832965802401304,0.564373897707231,80,,,,,,,,,,,,
3.3019962310791016,0.5546875,1.5140845070422535e-05,2.8741206914186477,277539.0,0.38146302439272406,0.7054673721340388,100,,,,,,,,,,,,
3.2511360168457033,0.431640625,8.098591549295775e-06,2.852756530046463,331233.0,0.3914373904466629,0.8465608465608465,120,,,,,,,,,,,,
3.2128322601318358,0.47265625,1.056338028169014e-06,2.8133841663599015,386779.0,0.40015059560537336,0.9876543209876543,140,,,,,,,,,,,,
,,,,,,1.0,142,3.28987455368042,57.847,1.21,1.21,2.855235195159912,391104.0,0.38995757954461235,,,,,
,,,,,,1.0,142,,,,,,,,1463.4387,0.387,0.097,1641198338260992.0,3.372343338711161
